id,text,teacher_uptake_student,student_uptake_teacher
56965,"TEACHER:
    Oh I see, sorry to hear that!! Hope she'll feel better very soon! STUDENT:
    Today she is better, in fact she is currently out with the children...some silence, finally ;)
    Yes, Austria is small..especially when you think that Wien and its surroundings count 2.5 million inhabitants...",0.868906084,0.991775651
56966,"TEACHER:
    Interesting! English people spell it 'Vienna' STUDENT:
    You are right, also Italian people do...and also Austrian actually...
    I don't know why I went for the German spelling...",0.996439578,0.999112377
56967,"TEACHER:
    Anyway, the vaccine is a milestone even if it comes at a cost, congratulations to your wife! STUDENT:
    Thanks :)",0.112617516,0.920050822
56968,"TEACHER:
    The Austrians spell it differently from the Germans? I didn't know that either STUDENT:
    One thing that I can't really understand is that in Italy they consider University staff as high priority, so a lot of my ex-collegues have been vaccinated...even though they are working remotely most of the time and barely see anyone
    The official German is Wien, I believe...but Austrian tend to have also 'their' version of some words...
    And I have heard them say Vienna..",0.433696975,0.998368941
56969,"TEACHER:
    Ah, they've adopted the occupation-based approach then. It's strictly age-based in the UK, the only exception being people with medical conditions that make them more vulnerable STUDENT:
    Yes, but currently they are vaccinating people over 80, medical stuff...and then, before school teachers (who see their pupils at school) they went for University staff...",0.807500536,0.984434142
56970,"TEACHER:
    I've been thinking about you saying 'silence', as in a break from the kids. I would use 'quiet' instead. Or 'peace and quiet' STUDENT:
    I don't really understand the ratio...but then, there is little I can do, I only hope that things will speed up :)
    Oh, okay...I guess silence is more of a literary word?",0.493341488,0.983084226
56971,"TEACHER:
    Oh, now that I'm thinking about it, they vaccinated medical professionals in the first group as well. But school teachers, police etc. don't get a priority, a decision that meets with a lot of criticism
    Silence and quiet (as a noun) are very close, but silence is about the act of not uttering a sound while quiet is about the enjoyable perception of the lack of loud noises
    If it makes any sense STUDENT:
    It does..I had never appreciated the difference, thank you for the description!
    So it would be 'I remained silent/in silence' vs 'The house is quiet'",0.991655577,0.994903567
56972,"TEACHER:
    I just feel it would be more 'English' to say, ah, some peace and quiet at last! (kids are in bed or something like that)
    Yes, exactly!
    Your examples are spot-on STUDENT:
    That was just a simple example...but thank you!",0.985254378,0.893285823
56973,"TEACHER:
    Great, shall we go to the last exercise in the Use of English part of the test? And then I've prepared a bit of linguistic deliciousness for you :) STUDENT:
    Yes! Let me find the file",0.727337252,0.71281979
56974,"TEACHER:
    Please, it's page 6 in the pdf STUDENT:
    Part 4, found it!",0.701810674,0.633226196
56975,"TEACHER:
    Lovely! Key word tranformation, probably the trickiest 'use of English' task.
    which is reflected in the fact that each sentence gets two points, not one, like in the previous tasks
    I mean when it's being marked STUDENT:
    I see...let's try
    25. no telling
    25. no telling how long",0.76379542,0.035601217
56976,"TEACHER:
    You can use 3-8 words for the gap, and the challenge is to keep the meaning as close to the original as possible STUDENT:
    nope...I have to think a bit longer for these indeed...
    25. no telling how long it",0.246192016,0.040377852
56977,"TEACHER:
    Yes, correct! the last option STUDENT:
    26. is little demand for",0.146115392,0.415025127
56978,"TEACHER:
    yes, good! STUDENT:
    27. impressed by how good great a (I am not 100% sure about the preprositions 'by' here)
    28. resignation came as a surprise to
    (29 later)
    30. the height of his power",0.503038279,0.832257057
56979,"TEACHER:
    Hold on, 27. The preposition is good! Also with / at are possible. But 'good' doesn't quite convey the meaning, the answer is 'skilled' or 'skillful' STUDENT:
    Interesting...actually I work also on paraphrase problem",0.987760111,0.663629761
56980,"TEACHER:
    28 = correct STUDENT:
    and changing 'skill' with 'good' is the sort of mistake I expect from my models...I should have read the sentence twice! Thank you for pointing it out
    29. was not a tree whatsoever in
    I am really not sure about 29, I am wondering if I should keep the word 'vegetation'",0.338540889,0.93031154
56981,"TEACHER:
    Yes, this task is different from others, in that paraphrasing is actually discouraged
    Exactly, good idea!
    there was no vegetation whatsoever in/ there was nothing whatsoever growing in
    because there could have been a bush / flower, not necessarily a tree
    And the same issue in 30. How would you change your answer to keep the meaning as close to the original as possible? STUDENT:
    I see...I was thinking that 'a tree whatsoever' would convey the meaning of 'a tree or anything similar'...but maybe my understanding of the word whatsoever isn't correct.
    At the height of his success,
    Where I am not sure how you spell 'success'...anyway",0.998080872,0.998586517
56982,"TEACHER:
    Oh no, whatsoever just means 'absolutely none', it's a way of amplifying 'no'. He has no money/ friends whatsoever.
    Yes, at the height of his success! STUDENT:
    OKay :) it was difficult indeed...and, at least from this first attempt, I'd say keeping the meaning 'as close as possible' is part of the problem.
    is the most difficult part of the problem.",0.999391331,0.794648351
56983,"TEACHER:
    Oh, exactly, and you got all the expressions they are looking for right, I think
    It's about learning the logic of the task
    In writing and speaking, the situation is reverse. You are expected to paraphrase, especially at this level of proficiency
    For example, if the examiner asks you, 'Do you prefer to spend time on your own or with friends?' in a speaking test, STUDENT:
    Which means I should definitely prepare for the exam, it shouldn't be too difficult.",0.691049033,0.940212717
56984,"TEACHER:
    it would be a bit of a waste of opportunity to start saying, 'I prefer to spend my time with friends...' because you've just repeated the question and haven't shown off your English
    When you could have said, 'I'm quite gregarious, and I'm most in my element among people' STUDENT:
    I see...",0.835178328,0.692662298
56985,"TEACHER:
    But in key word transformation, only the necessary paraphrasing! STUDENT:
    Okay! It is so difficult for me to talk about my free time
    I mean, in the current situation...",0.820618686,0.551885437
56986,"TEACHER:
    Haha, yes, I can imagine! It's just an example STUDENT:
    I enjoy both company and solitude, even though I would normally tend towards the latter. I enjoy studying and learning.
    But now I have children and I am under a light lockdown, so I am always with my children...",0.853557063,0.692549649
56987,"TEACHER:
    But again, the skill for the speaking task is to talk at length in a way that shows off your language on any topic. The good news is, you don't ever have to be truthful, just whatever gives your English a chance to shine!
    For example, I wouldn't really describe myself as gregarious, but it was the first C2 word that came to my mind, and I went with it STUDENT:
    Haha, I know...this reminds me of Hugh Laurie, when he auditioned for Dr House he lied about where he was staying, because he felt like 'Chicago' was too difficult to say with an american accent (I believe it was Chicago)
    I see...well, if latin words are a plus, it shouldn't be difficult for me...",0.64369986,0.950269451
56988,"TEACHER:
    Oh really? Love it! (and love Hugh Laurie, one of my favourite actors) STUDENT:
    Yes...it was one of his interviews, but finding it now would be like looking for the needle in a haystack",0.989252957,0.633161989
56989,"TEACHER:
    Ah, speaking of words!
    the promised linguistic treat
    Have you ever heard of Tom Swift books / jokes?
    Yes, a needle in a haystack, true! STUDENT:
    no I haven't heard of him...",0.99949657,0.99672471
56990,"TEACHER:
    I've never read the books, but they are apparently sci-fi for teenagers or something like that
    But! they gave birth to a whole series of jokes that mimick the style of the book
    The jokes are based on puns (do you know this one?) STUDENT:
    No, I don't know it sorry...",0.86945539,0.887826911
56991,"TEACHER:
    a play on the fact that a particular word has more than one meaning
    I'll give you an example
    What's black and white and red (= read) all over? - a newspaper STUDENT:
    Oh, now I see! Sorry...",0.603539272,0.284440123
