text,conversation_id,id,human_int_mean,human_int_var,58c62eac444ade00010231a9,59b536d60516f6000197c3f9,5ab15ab4c42b630001cd36fb,5ad63c167f70c10001904bc5,5b830542b0d72600018dc280,5bb2a0148f3bd70001e5633f,5c4b06903566570001309394,5c4c747aa123930001ac124f,5c6ed5ea21a3560001bd3758,5d2b153afa24ba00173e8ee0,5d2d98a9a0d896001a5d6e4f,5d7f460632ee8a0018dc7502,5d8346167ed176001888204d,5dc0856370d51c032949d2db,5de00d05988d7c0877eaa15a,5de440d3400de40285c01263,5de585e4040f535067ca331e,5df50a49a98a7a3924e4137e,5df63f3ce632e14403dfa80f,5df97fcd11d8796fd29e85e3,5e06667850221303e42bdfc4,5e1e3898753e43085dbc3d71,5e2d7770d70e4e367b8a6498,5e569011c0486f03a51801b5,5e7a5584718c83035a42519c,5ea59ae1ae3958000acc6400,5ea9c1f55ce96d106af147a7,5ec3b9e83f187802a6aa041e,5ecd7b06a1a9170e7806f51e,5ecfc4e722413102e68160ba,5ed22618dd85e700082b5de0,5edab4e9750d97142796d0fa,5eea650223990c15b6063ea8,5eecf91f87fdd30e01f700b8,5ef0b54037a90c618ad9e97f,5ef3efcb420ab11a45a0b8a6,5efd146921bf49159fe2d166,5f0559d1bc410b85707c58a3,5f0af097e7d15b3bf7734642,5f0d65ef2ad0c60009209f0f,5f117f2b69f65101263bf8d0,5f14dbbb791d175744d71a09,5f2196d2670e5a0a96f218de,5f233d7f53212b0e22bf055d,5f3161410f87706425490ae1,5f325435f0fc671a7434cabe,5f36cbc35fc3f70f6385f664,5f3e36440f2e8d0008474ef9,5f3e95436fa4350dadcfbfeb,5f4e13a9c6a7d0ae613da383,5f5e7de4c81d3672642cd612,5f600669b846780f0fe45709,5f73427f244c770277ba2a5d,5f770f1691d3f91d768299f3,5f7d002d141e4e1c0e84e98e,5f8f6afd0b55a11df912a5c9,5f983c66dabf130bee4502f7,5f99cee5a2a7d109a1624e10,5fa76304caa4374da116923a,5fa888dbc0c212750f986c9e,5fae9cb0444e590669418214,5fb7e27bfec8e14167bddfef,5fc60be0227abc1b525a09a8,5fd0c81fc79aef1882cbee94,5fd9c5c67fa7c74ec42bb318,5ffdf54a500d7740e02f3639,60056b8b5db9c8774719d1a8,601941db6605160008690742,602fb33786b077cdbad2d5bb,6030119a4403b3e1f92a756a,60317fc2c8f6320ecde4bcb3,603a293ee62ae15da2674441,603e8ed1b54e6cf4fafcaa1a,6043725293678f31ff8f8ae5,605f811bc336749dd9dddd1b,606b84e11527ce2103add0a5,6071d42438f4fc44ff6b54c5,60743bea7dd527ac14fef25b,607d3fb81fd7a5c65619ed88,60c8bfd9f42872e2d303cc67,60ef4642202c8520a37e19b5,60f88d7fef1959734061e5a7,6101885b0f3e7fdafc8fd5d1,6103a3ece71ab061d5624402,610a9f8ba0cf35614ecb2a8d,61126cd00f29b7c648dca793,61139bc8479c2861f52c4a71,611a78efa6c36a674dc40cc6,611a9f9591ef82d19cfc5db1,611ccab657532350bc9b78ee,612a87998958706392797405,613d091096ca434d703f77c5,614e848825ae648282115670,61693c754827d0e35885a4ea,6171b1bc917dfe828a3130dd,6341258618bd26e47d901d74,human_int,proc_text,int_mean,int_var,new_13bchat,new_7bchat,7b_int,13b_int,7bnonchat_int,13bnonchat_int,gpt4_int,mis_nonchat_int,mix_int,mis7_int
"teacher: hmm, could you check the tense, please? and an article is missing in 27  student: oh sure. sorry is under threat due to the lack    student: sorry, the lack of resources is threatening the subject.",231,59801,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hmm, could you check the tense, please? and an article is missing in 27  student: oh sure. sorry is under threat due to the lack    student: sorry, the lack of resources is threatening the subject.",3,1,2,3,3,3,0,3,4,2,3,2
"teacher: hmm, i can't remember now  student: his name was bim    student: his name was bim",80,66193,2.666666667,0.333333333,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hmm, i can't remember now  student: his name was bim    student: his name was bim",2.666666667,0.333333333,2,3,4,3,0,1,2,0,3,3
"teacher: hmm, i don't know if i believe you because i heard you speak and you're fluent..  student: when was it? i don't remember...    student: when was the session? i can't recall...",231,59815,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hmm, i don't know if i believe you because i heard you speak and you're fluent..  student: when was it? i don't remember...    student: when was the session? i can't recall...",3,1,2,3,4,4,0,2,3,1,3,3
"teacher: hmm, i must have been really young! i should ask my mum. maybe when i was three or two? i don't know for sure! ok, my question - a classic. which do you think is more important, making a lot of money or doing some good in the world?  student: i think doing some good is better    student: i believe that engaging in acts of kindness is preferable.",125,59705,2.333333333,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,2,"teacher: hmm, i must have been really young! i should ask my mum. maybe when i was three or two? i don't know for sure! ok, my question - a classic. which do you think is more important, making a lot of money or doing some good in the world?  student: i think doing some good is better    student: i believe that engaging in acts of kindness is preferable.",2.333333333,1.333333333,2,3,2,2,2,1,3,2,3,3
"teacher: hmm, i only used 'the' because you mentioned 'dust' in the previous turn but you're right, you can see dust on dark laminate no article  student: hm. it's too hard for me/ i mean articles ) not to see dust )    student: i find it difficult to understand articles. i mean, not seeing dust.",117,63365,2.666666667,2.333333333,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,3,"teacher: hmm, i only used 'the' because you mentioned 'dust' in the previous turn but you're right, you can see dust on dark laminate no article  student: hm. it's too hard for me/ i mean articles ) not to see dust )    student: i find it difficult to understand articles. i mean, not seeing dust.",2.666666667,2.333333333,2,3,1,1,3,2,3,3,2,3
"teacher: hmm, i presume they are translations, but i might be wrong! his wife is english, so he might be bilingual  student: i'll look him up    student: i guess i'll search for him online.",168,53839,3,1,,,,,,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hmm, i presume they are translations, but i might be wrong! his wife is english, so he might be bilingual  student: i'll look him up    student: i guess i'll search for him online.",3,1,None,3,2,3,2,2,2,0,1,2
"teacher: hmm, i was thinking 'it is becoming', because you're describing a process practical!  student: i thought about beauty advent calender    student: i thought about a beauty advent calendar.",152,66235,2.666666667,0.333333333,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hmm, i was thinking 'it is becoming', because you're describing a process practical!  student: i thought about beauty advent calender    student: i thought about a beauty advent calendar.",2.666666667,0.333333333,2,3,3,3,4,2,3,3,2,1
"teacher: hmm, i would say it's used in the uk as well! yes, of course! what's a synonymous expression? 'it's not ___ ___' that is another field of knowledge  student: oh... i really don't know...i know many people think math is hard, so i would guess 'it's not like math' but it doesn't sound right    student: oh... i am not aware of any synonymous expression. i know some individuals perceive math as difficult, so i would assume 'it's not like math' but it does not sound accurate.",190,66377,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hmm, i would say it's used in the uk as well! yes, of course! what's a synonymous expression? 'it's not ___ ___' that is another field of knowledge  student: oh... i really don't know...i know many people think math is hard, so i would guess 'it's not like math' but it doesn't sound right    student: oh... i am not aware of any synonymous expression. i know some individuals perceive math as difficult, so i would assume 'it's not like math' but it does not sound accurate.",3,1,2,3,2,3,2,2,3,2,4,3
"teacher: hmm, i'm having a think now. what do you think about toys and gender?  student: i don't like the stuff like barbie for it    student: i have a dislike for toys like barbie because of their association with gender.",205,65838,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,4,,3,"teacher: hmm, i'm having a think now. what do you think about toys and gender?  student: i don't like the stuff like barbie for it    student: i have a dislike for toys like barbie because of their association with gender.",3,1,2,3,4,4,2,2,3,1,3,1
"teacher: hmm, i'm just worried we won't produce as much of a chat as we would otherwise!  student: oh, i see ok then.    student: i understand. alright.",231,59782,2.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hmm, i'm just worried we won't produce as much of a chat as we would otherwise!  student: oh, i see ok then.    student: i understand. alright.",2.333333333,0.333333333,2,3,3,3,0,1,3,1,2,2
"teacher: hmm, i'm trying to think how he might feel is he pleased he's watching it now? the actors are just superb in it  student: like he lose the battle )    student: it's like he's not even interested anymore",177,53902,2.333333333,1.333333333,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hmm, i'm trying to think how he might feel is he pleased he's watching it now? the actors are just superb in it  student: like he lose the battle )    student: it's like he's not even interested anymore",2.333333333,1.333333333,2,3,2,3,3,2,2,1,1,3
"teacher: hmm, interesting! the country must be well stocked up on instant tests have you been going to the office? yes, you seem way ahead in terms of being out of lockdown! they haven't even offered a timeframe on the return to offices here  student: yes, they are aiming at doing 3 million per week or so, in a country with something like 8.5 million inhabitants.    student: they plan to produce around 3 million per week in a country with roughly 8.5 million people.",211,56963,2.333333333,1.333333333,,,,3,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hmm, interesting! the country must be well stocked up on instant tests have you been going to the office? yes, you seem way ahead in terms of being out of lockdown! they haven't even offered a timeframe on the return to offices here  student: yes, they are aiming at doing 3 million per week or so, in a country with something like 8.5 million inhabitants.    student: they plan to produce around 3 million per week in a country with roughly 8.5 million people.",2.333333333,1.333333333,2,3,3,2,1,2,3,0,2,3
"teacher: hmm, it's more of an advantage of a situation you mean it's alma's strength ok, i've got to let you go now! great work today, thank you! i'll message you about the time for the next week, ok?  student: ok! see you! thank you!    student: goodbye. thank you.",212,58559,1.666666667,0.333333333,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hmm, it's more of an advantage of a situation you mean it's alma's strength ok, i've got to let you go now! great work today, thank you! i'll message you about the time for the next week, ok?  student: ok! see you! thank you!    student: goodbye. thank you.",1.666666667,0.333333333,2,3,3,3,0,2,1,3,3,4
"teacher: hmm, let me think. whole milk vs. (semi-)skimmed milk but wholewheat flour we want to stress here that the flour is made out of whole wheat rather than the idea that the flour is whole  student: i am unsure about what 'flour is whole' would mean...",118,22332,1.333333333,1.333333333,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,"teacher: hmm, let me think. whole milk vs. (semi-)skimmed milk but wholewheat flour we want to stress here that the flour is made out of whole wheat rather than the idea that the flour is whole  student: i am unsure about what 'flour is whole' would mean...",1.333333333,1.333333333,2,3,3,2,1,2,3,2,3,3
"teacher: hmm, no, it doesn't really work. let me see what the context was  student: ok! but three years old people ) at first were surprised why the adults decided to change their toys )    student: ok. however, the three-year-old children were initially surprised by the adults' decision to change their toys.",205,65835,2.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,,2,"teacher: hmm, no, it doesn't really work. let me see what the context was  student: ok! but three years old people ) at first were surprised why the adults decided to change their toys )    student: ok. however, the three-year-old children were initially surprised by the adults' decision to change their toys.",2.333333333,0.333333333,2,3,3,3,3,3,2,2,3,4
"teacher: hmm, that's also true!  student: the company started a big advertising campaign, to help with the rollout of its new product.    student: the company began an advertising campaign for its new product.",199,58459,3,1,,,,,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hmm, that's also true!  student: the company started a big advertising campaign, to help with the rollout of its new product.    student: the company began an advertising campaign for its new product.",3,1,2,3,3,3,0,2,3,2,3,3
"teacher: hmm, that's an interesting observation. would you say english and german have that in common?  student: while i find english more 'practical' when talking about technical things...both because most technical terms are in english and because it has a somewhat simplified grammar with respect to italian. i would say english is a bit more on the practical side, german on the precision side. but i'd say english is closed to german in this.",118,22322,2.333333333,2.333333333,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,"teacher: hmm, that's an interesting observation. would you say english and german have that in common?  student: while i find english more 'practical' when talking about technical things...both because most technical terms are in english and because it has a somewhat simplified grammar with respect to italian. i would say english is a bit more on the practical side, german on the precision side. but i'd say english is closed to german in this.",2.333333333,2.333333333,2,3,4,3,1,1,3,1,4,3
"teacher: hmmm, i suppose that crushed ice on top of a margarita is a bit like slush, yes!  student: doesn't it? actually i'm not a cocktail person ) i'm not a guru ))    student: it doesn't. i don't like cocktails. i'm not an expert.",212,58532,2,0,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hmmm, i suppose that crushed ice on top of a margarita is a bit like slush, yes!  student: doesn't it? actually i'm not a cocktail person ) i'm not a guru ))    student: it doesn't. i don't like cocktails. i'm not an expert.",2,0,2,3,1,1,1,3,3,3,4,3
"teacher: hmmm, maybe i will, i can't promise will do :)  student: ok ))    student: i dislike krovyanka. i cannot consume it. however, black pudding is dissimilar. i suggest trying it and providing your opinion.",163,66919,3,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: hmmm, maybe i will, i can't promise will do :)  student: ok ))    student: i dislike krovyanka. i cannot consume it. however, black pudding is dissimilar. i suggest trying it and providing your opinion.",3,0,2,3,3,3,1,1,2,3,2,3
teacher: hold on ..give me a quick everyday example sentence (transalated from spanish) if you can...  student: imaging a situation in a classroom. students have to work in pairs and you say: 'marian and pablo will work together' now the same without their names 'she and he (you pointing at them) will work together??,74,39331,2.333333333,2.333333333,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: hold on ..give me a quick everyday example sentence (transalated from spanish) if you can...  student: imaging a situation in a classroom. students have to work in pairs and you say: 'marian and pablo will work together' now the same without their names 'she and he (you pointing at them) will work together??,2.333333333,2.333333333,3,3,2,4,3,2,2,3,4,3
teacher: hold on <student>....'importance' = adjective or noun?  student: noun because important is an adjective.    student:important is an adjective.,64,59768,3.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,teacher: hold on <student>....'importance' = adjective or noun?  student: noun because important is an adjective.    student:important is an adjective.,3.333333333,0.333333333,2,3,2,2,0,2,2,1,4,4
"teacher: hold on, 27. the preposition is good! also with / at are possible. but 'good' doesn't quite convey the meaning, the answer is 'skilled' or 'skillful'  student: interesting...actually i work also on paraphrase problem    student: i am also working on the paraphrase problem.",211,56979,2.333333333,0.333333333,,,,2,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hold on, 27. the preposition is good! also with / at are possible. but 'good' doesn't quite convey the meaning, the answer is 'skilled' or 'skillful'  student: interesting...actually i work also on paraphrase problem    student: i am also working on the paraphrase problem.",2.333333333,0.333333333,2,3,4,3,3,3,3,4,2,3
"teacher: hold on, i'll find an exercise ok, could you fill in the gaps with a negative form of present continuous, please? you don't understand because you listening to me! sorry you don't understand because you _______ listening to me!  student: sorry, what words do i need to fill in.    student: you don't understand because you are not listening to me.",201,62987,2,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,"teacher: hold on, i'll find an exercise ok, could you fill in the gaps with a negative form of present continuous, please? you don't understand because you listening to me! sorry you don't understand because you _______ listening to me!  student: sorry, what words do i need to fill in.    student: you don't understand because you are not listening to me.",2,0,2,3,3,3,1,1,3,1,3,5
"teacher: hold on, one second!  student: okay! i have also noticed it is already 13:52    student: sure! by the way, it's already 13:52.",221,53277,3,3,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,"teacher: hold on, one second!  student: okay! i have also noticed it is already 13:52    student: sure! by the way, it's already 13:52.",3,3,2,3,2,4,0,3,3,2,1,1
teacher: hold on...my example was confusing i;m sorry - look at this one: 'the yangtze river is in china.' can you add a diffrent word! sorry go ahead: for example: '_______ river thames is in london.' ?  student: the yangtze river is the longest in china.,54,39004,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,teacher: hold on...my example was confusing i;m sorry - look at this one: 'the yangtze river is in china.' can you add a diffrent word! sorry go ahead: for example: '_______ river thames is in london.' ?  student: the yangtze river is the longest in china.,2,3,2,3,4,4,3,1,3,4,2,1
teacher: holidays?  student: *are one of them    student: holidays are one of the reasons.,80,66198,2.333333333,0.333333333,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: holidays?  student: *are one of them    student: holidays are one of the reasons.,2.333333333,0.333333333,2,3,2,4,1,2,2,2,2,3
"teacher: hope for the best (not a noun, but a very common expression)  student: i see, i would add that 'hope for the best' is a common expression given the current times.    student: i see, it is worth noting that 'hope for the best' is a common expression considering the current times.",134,65493,2.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: hope for the best (not a noun, but a very common expression)  student: i see, i would add that 'hope for the best' is a common expression given the current times.    student: i see, it is worth noting that 'hope for the best' is a common expression considering the current times.",2.333333333,0.333333333,2,3,4,4,0,0,2,3,4,4
"teacher: hope you feel better soon!  student: thank you * but today i've had my yoga lesson    student: thank you for your kind words. however, i would like to inform you that today i attended my yoga lesson.",163,66845,1.333333333,0.333333333,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"teacher: hope you feel better soon!  student: thank you * but today i've had my yoga lesson    student: thank you for your kind words. however, i would like to inform you that today i attended my yoga lesson.",1.333333333,0.333333333,3,3,2,3,0,2,3,2,3,1
teacher: houses in cambridge are twice as expensive as in march :)  student: ),152,66288,1.666666667,2.333333333,,,,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: houses in cambridge are twice as expensive as in march :)  student: ),1.666666667,2.333333333,2,3,3,3,0,2,3,3,2,0
"teacher: how about 'if i were in the usa now, i would eat...'? does it sound familiar? it's ok if it doesn't!  student: i think it's similar",83,38979,1.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,"teacher: how about 'if i were in the usa now, i would eat...'? does it sound familiar? it's ok if it doesn't!  student: i think it's similar",1.666666667,0.333333333,2,3,2,4,2,1,3,2,2,3
"teacher: how about i pretend to be one of your students with lots of admin questions, and we talk and can build up the vocabulary you might need for that  student: i like the idea!    student: i am interested in the idea.",117,63392,2.666666667,0.333333333,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,3,"teacher: how about i pretend to be one of your students with lots of admin questions, and we talk and can build up the vocabulary you might need for that  student: i like the idea!    student: i am interested in the idea.",2.666666667,0.333333333,2,3,4,4,0,1,2,2,3,3
teacher: how are you today?  student: i'm fine,92,36392,0.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,1,teacher: how are you today?  student: i'm fine,0.666666667,0.333333333,2,3,3,2,3,2,2,2,1,
"teacher: how are you? all good, thank you!  student: i am good thank you :. finally i can go back to the office from time to time! i guess 'i can finally go back...' would have been a better word-ordering...anyway everything is good    student: i'm doing well, thank you. it's such a relief to be able to go back to the office occasionally! i suppose 'i can finally go back...' would have been a more fitting phrase...but regardless, everything is going smoothly.",221,53242,2.333333333,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,"teacher: how are you? all good, thank you!  student: i am good thank you :. finally i can go back to the office from time to time! i guess 'i can finally go back...' would have been a better word-ordering...anyway everything is good    student: i'm doing well, thank you. it's such a relief to be able to go back to the office occasionally! i suppose 'i can finally go back...' would have been a more fitting phrase...but regardless, everything is going smoothly.",2.333333333,1.333333333,2,3,2,3,0,3,2,3,3,2
